Gender,Age,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Response
Male,37,0,1-2 Year,No,2630.0,0
Female,23,1,< 1 Year,No,20655.0,0
Female,63,0,1-2 Year,No,35139.0,0
Female,22,1,< 1 Year,No,37783.0,0
Male,46,1,1-2 Year,No,28717.0,0
Male,24,1,< 1 Year,No,2630.0,0
Female,41,0,1-2 Year,Yes,22703.0,0
Male,32,0,< 1 Year,Yes,41890.0,1
Female,31,0,1-2 Year,Yes,2630.0,1
Male,55,0,1-2 Year,Yes,2630.0,0
Female,54,1,1-2 Year,No,38522.0,0
Female,45,0,1-2 Year,Yes,28709.0,0
Female,49,0,> 2 Years,Yes,42908.0,0
Male,22,1,< 1 Year,No,35093.0,0
Male,51,0,> 2 Years,Yes,52403.0,1
Male,21,0,< 1 Year,Yes,21781.0,0
Female,26,1,< 1 Year,No,32994.0,0
Female,58,1,1-2 Year,No,33759.0,0
Female,38,1,1-2 Year,No,31020.0,0
Male,45,1,1-2 Year,No,2630.0,0
Male,50,0,1-2 Year,Yes,32005.0,1
Female,35,1,1-2 Year,No,34684.0,0
Male,33,0,< 1 Year,Yes,48452.0,0
Female,23,1,< 1 Year,No,22160.0,0
Female,28,1,< 1 Year,No,30472.0,0
Male,46,1,1-2 Year,No,2630.0,0
Female,24,1,< 1 Year,No,27980.0,0
Female,39,0,1-2 Year,Yes,32387.0,0
Male,29,0,1-2 Year,Yes,2630.0,1
Female,21,1,< 1 Year,No,43150.0,0
Male,21,0,< 1 Year,Yes,37728.0,0
Male,42,1,1-2 Year,No,43255.0,0
Male,20,0,< 1 Year,Yes,31127.0,0
Male,61,1,1-2 Year,No,46005.0,0
Male,65,0,1-2 Year,Yes,26494.0,0
Female,28,1,< 1 Year,No,32832.0,0
Female,35,0,1-2 Year,Yes,35753.0,1
Female,24,1,< 1 Year,No,25606.0,0
Male,24,1,< 1 Year,No,25538.0,0
Female,27,1,< 1 Year,No,21355.0,0
Female,43,0,1-2 Year,Yes,47246.0,1
Male,54,0,1-2 Year,Yes,38206.0,0
Male,22,1,< 1 Year,No,29403.0,0
Male,46,0,1-2 Year,Yes,2630.0,0
Male,50,1,1-2 Year,No,29526.0,0
Male,22,1,< 1 Year,No,26197.0,0
Female,73,1,1-2 Year,No,34617.0,0
Female,24,1,< 1 Year,No,40124.0,0
Male,24,1,< 1 Year,No,2630.0,0
Male,24,1,< 1 Year,No,31417.0,0
Male,44,0,1-2 Year,Yes,2630.0,1
Female,21,0,< 1 Year,Yes,35135.0,0
Male,22,1,< 1 Year,No,46406.0,0
Male,55,0,> 2 Years,Yes,28484.0,1
Female,22,1,< 1 Year,No,17705.0,0
Female,47,1,1-2 Year,No,29674.0,0
Male,39,0,1-2 Year,Yes,30760.0,1
Male,54,0,1-2 Year,Yes,46506.0,1
Female,22,1,< 1 Year,Yes,22708.0,0
Male,50,0,1-2 Year,Yes,27376.0,0
Male,28,1,< 1 Year,No,2630.0,0
Female,21,0,< 1 Year,Yes,27783.0,0
Male,60,0,1-2 Year,Yes,36617.0,1
Female,24,1,< 1 Year,No,24483.0,0
Male,62,1,1-2 Year,No,46025.0,0
Male,61,0,> 2 Years,Yes,29535.0,0
Male,26,1,< 1 Year,No,28390.0,0
Male,54,1,1-2 Year,No,26787.0,0
Male,48,0,1-2 Year,Yes,25504.0,0
Male,26,0,< 1 Year,Yes,37103.0,0
Female,34,1,1-2 Year,No,29252.0,0
Male,47,0,1-2 Year,Yes,39605.0,0
Female,25,0,< 1 Year,Yes,2630.0,0
Male,26,1,< 1 Year,No,26217.0,0
Female,58,0,> 2 Years,Yes,36760.0,0
Male,66,1,1-2 Year,No,36946.0,0
Male,33,0,1-2 Year,Yes,32984.0,1
Male,28,1,< 1 Year,No,29826.0,0
Male,56,0,> 2 Years,Yes,33371.0,0
Female,25,1,< 1 Year,No,37871.0,0
Female,23,1,< 1 Year,No,46423.0,0
Female,61,0,> 2 Years,Yes,26048.0,0
Female,35,0,1-2 Year,Yes,2630.0,1
Female,34,0,1-2 Year,Yes,2630.0,0
Female,78,0,1-2 Year,Yes,26318.0,0
Male,51,0,> 2 Years,Yes,2630.0,0
Female,22,1,< 1 Year,No,33945.0,0
Female,42,0,1-2 Year,Yes,42156.0,0
Male,27,0,< 1 Year,Yes,2630.0,1
Female,48,0,1-2 Year,Yes,30236.0,1
Male,23,1,< 1 Year,No,27888.0,0
Male,54,0,1-2 Year,Yes,42504.0,0
Female,37,0,< 1 Year,No,2630.0,0
Female,22,1,< 1 Year,Yes,2630.0,0
Female,23,1,< 1 Year,No,54893.0,0
Male,32,0,< 1 Year,Yes,32289.0,1
Male,21,0,< 1 Year,Yes,26225.0,0
Male,32,0,< 1 Year,Yes,2630.0,0
Female,26,1,< 1 Year,No,2630.0,0
Male,23,1,< 1 Year,No,36480.0,0
Male,61,0,> 2 Years,Yes,38636.0,0
Male,49,1,1-2 Year,No,32697.0,0
Female,44,0,1-2 Year,Yes,2630.0,1
Male,63,1,1-2 Year,No,27790.0,0
Female,29,0,1-2 Year,Yes,23009.0,0
Male,60,1,1-2 Year,No,38344.0,0
Female,32,1,< 1 Year,No,31047.0,0
Male,28,1,< 1 Year,No,34065.0,0
Male,47,0,1-2 Year,Yes,26701.0,0
Male,64,0,1-2 Year,Yes,52272.0,0
Male,77,1,1-2 Year,Yes,46250.0,0
Female,42,0,1-2 Year,No,46630.0,0
Female,42,0,1-2 Year,Yes,27631.0,0
Female,21,0,< 1 Year,Yes,52523.0,0
Male,39,0,1-2 Year,No,2630.0,0
Male,48,0,1-2 Year,Yes,29541.0,1
Female,24,1,< 1 Year,No,2630.0,0
Female,41,1,1-2 Year,No,43861.0,0
Female,27,1,< 1 Year,No,2630.0,0
Male,36,1,1-2 Year,No,39013.0,0
Male,23,1,< 1 Year,No,28647.0,0
Male,46,0,1-2 Year,Yes,35611.0,0
Female,23,0,< 1 Year,Yes,27170.0,0
Male,31,0,1-2 Year,Yes,37965.0,1
Male,48,0,1-2 Year,Yes,25723.0,1
Female,35,0,1-2 Year,Yes,2630.0,0
Male,52,0,1-2 Year,Yes,31536.0,0
Male,46,0,1-2 Year,Yes,45300.0,1
Male,54,0,1-2 Year,Yes,42391.0,0
Female,72,0,1-2 Year,Yes,37406.0,0
Female,23,0,< 1 Year,Yes,38841.0,0
Female,22,0,< 1 Year,Yes,34726.0,0
Female,22,0,< 1 Year,Yes,30678.0,1
Female,47,1,1-2 Year,No,35741.0,0
Male,23,1,< 1 Year,No,30692.0,0
Female,23,0,< 1 Year,Yes,30684.0,0
Female,60,1,1-2 Year,No,25998.0,0
Male,22,1,< 1 Year,No,27251.0,0
Female,45,0,1-2 Year,Yes,27348.0,0
Female,38,0,1-2 Year,Yes,38600.0,1
Male,41,1,1-2 Year,No,33261.0,0
Male,51,0,1-2 Year,Yes,2630.0,1
Female,21,1,< 1 Year,No,43387.0,0
Female,43,1,1-2 Year,No,27177.0,0
Female,44,0,1-2 Year,Yes,46360.0,1
Female,24,0,< 1 Year,Yes,37126.0,0
Female,51,1,1-2 Year,No,39312.0,0
Male,29,1,< 1 Year,No,25714.0,0
Male,37,1,1-2 Year,No,35222.0,0
Male,50,1,1-2 Year,No,2630.0,0
Male,54,0,> 2 Years,Yes,2630.0,1
Female,22,0,< 1 Year,Yes,33702.0,0
Male,46,1,1-2 Year,No,2630.0,0
Male,39,0,1-2 Year,Yes,34443.0,0
Male,78,0,1-2 Year,Yes,31703.0,1
Male,25,1,< 1 Year,No,31928.0,0
Female,41,1,1-2 Year,No,23150.0,0
Male,58,0,1-2 Year,Yes,2630.0,0
Female,64,1,1-2 Year,No,32141.0,0
Female,24,1,< 1 Year,No,39377.0,0
Female,21,0,< 1 Year,Yes,28043.0,0
Male,24,0,< 1 Year,No,61162.0,0
Female,26,0,< 1 Year,Yes,31657.0,0
Female,41,1,1-2 Year,No,30065.0,0
Male,74,1,1-2 Year,No,60629.0,0
Female,26,0,< 1 Year,No,31772.0,0
Male,55,0,1-2 Year,Yes,41766.0,0
Female,24,1,< 1 Year,No,49498.0,0
Female,20,1,< 1 Year,Yes,29757.0,0
Male,55,0,1-2 Year,Yes,34125.0,1
Female,81,0,1-2 Year,Yes,2630.0,0
Male,41,0,1-2 Year,Yes,2630.0,1
Female,73,0,1-2 Year,Yes,30559.0,0
Male,61,0,1-2 Year,Yes,35903.0,0
Female,24,1,< 1 Year,No,26863.0,0
Female,26,1,< 1 Year,No,28202.0,0
Male,24,0,< 1 Year,Yes,37644.0,0
Male,79,1,1-2 Year,No,34038.0,0
Male,37,1,1-2 Year,No,17470.0,0
Male,31,0,< 1 Year,Yes,2630.0,1
Male,49,0,> 2 Years,Yes,37797.0,0
Female,54,0,1-2 Year,Yes,2630.0,0
Female,61,0,1-2 Year,Yes,32648.0,0
Male,22,1,< 1 Year,No,2630.0,0
Male,39,0,1-2 Year,Yes,24221.0,0
Female,20,1,< 1 Year,No,25890.0,0
Female,27,1,< 1 Year,No,28761.0,0
Male,21,1,< 1 Year,No,32729.0,0
Male,24,1,< 1 Year,No,32034.0,0
Male,44,0,1-2 Year,Yes,46705.0,1
Female,29,1,< 1 Year,No,2630.0,0
Female,26,1,< 1 Year,No,40109.0,0
Female,29,0,1-2 Year,Yes,2630.0,0
Male,77,0,1-2 Year,Yes,2630.0,0
Male,22,1,< 1 Year,No,38681.0,0
Male,23,1,< 1 Year,No,31471.0,0
Male,26,1,< 1 Year,No,45595.0,0
Female,20,1,< 1 Year,Yes,36369.0,0
Female,32,1,< 1 Year,No,30468.0,0
Male,27,0,< 1 Year,Yes,32781.0,0
Male,39,1,1-2 Year,No,26162.0,0
Female,26,1,< 1 Year,No,43712.0,0
Male,26,0,< 1 Year,Yes,2630.0,0
Female,20,1,< 1 Year,No,46420.0,0
Male,49,0,1-2 Year,Yes,37918.0,1
Female,22,0,< 1 Year,Yes,40884.0,0
Female,29,0,< 1 Year,Yes,30188.0,0
Male,29,0,< 1 Year,Yes,30880.0,0
Female,33,0,1-2 Year,No,26488.0,0
Female,54,0,1-2 Year,Yes,2630.0,0
Male,41,0,1-2 Year,Yes,41278.0,1
Male,49,0,1-2 Year,No,39433.0,0
Male,40,1,1-2 Year,No,28961.0,0
Male,39,1,1-2 Year,No,2630.0,0
Female,25,1,< 1 Year,No,44586.0,0
Female,25,1,< 1 Year,No,2630.0,0
Male,23,1,< 1 Year,No,30867.0,0
Female,76,0,1-2 Year,Yes,37601.0,0
Male,53,0,1-2 Year,Yes,19891.0,1
Male,66,0,1-2 Year,Yes,2630.0,0
Female,28,1,< 1 Year,No,29573.0,0
Female,39,1,1-2 Year,No,32578.0,0
Male,52,0,1-2 Year,Yes,32888.0,0
Male,38,0,1-2 Year,Yes,22703.0,1
Female,42,0,1-2 Year,Yes,31949.0,0
Female,26,1,< 1 Year,No,2630.0,0
Female,25,0,< 1 Year,Yes,45984.0,0
Male,37,0,1-2 Year,No,34331.0,0
Male,38,0,> 2 Years,Yes,55078.0,1
Female,30,1,< 1 Year,Yes,2630.0,0
Male,23,0,< 1 Year,No,25449.0,0
Female,41,1,1-2 Year,No,2630.0,0
Female,30,1,1-2 Year,No,2630.0,0
Male,76,1,1-2 Year,No,2630.0,0
Male,33,0,< 1 Year,Yes,41036.0,1
Male,39,0,1-2 Year,Yes,23670.0,0
Male,40,0,1-2 Year,Yes,2630.0,1
Female,27,0,< 1 Year,Yes,30953.0,0
Male,77,1,1-2 Year,No,33175.0,0
Male,51,0,1-2 Year,Yes,23202.0,0
Male,21,1,< 1 Year,No,28446.0,0
Male,25,1,< 1 Year,No,30263.0,0
Male,42,0,1-2 Year,Yes,23310.0,1
Male,49,1,1-2 Year,No,2630.0,0
Male,20,0,< 1 Year,Yes,36225.0,0
Male,44,0,1-2 Year,Yes,2630.0,1
Female,21,0,< 1 Year,No,31239.0,0
Male,50,1,1-2 Year,No,40934.0,0
Female,63,0,1-2 Year,Yes,48903.0,0
Male,78,1,1-2 Year,No,36580.0,0
Male,23,1,< 1 Year,No,24573.0,0
Female,71,1,1-2 Year,No,31912.0,0
Male,42,0,1-2 Year,Yes,60355.0,1
Male,22,0,< 1 Year,No,36703.0,0
Female,23,1,< 1 Year,No,44490.0,0
Male,51,0,1-2 Year,Yes,30942.0,1
Female,36,0,1-2 Year,Yes,2630.0,0
Male,22,0,< 1 Year,Yes,37533.0,1
Male,38,1,1-2 Year,No,24228.0,0
Female,32,1,< 1 Year,No,32005.0,0
Female,25,1,< 1 Year,No,26969.0,0
Male,73,1,1-2 Year,No,30001.0,0
Male,32,1,< 1 Year,No,25333.0,0
Male,27,1,< 1 Year,No,2630.0,0
Female,58,1,1-2 Year,No,26461.0,0
Female,21,1,< 1 Year,No,26844.0,0
Male,29,1,1-2 Year,No,30689.0,0
Male,50,0,> 2 Years,Yes,36929.0,0
Male,43,0,1-2 Year,Yes,2630.0,0
Female,49,1,1-2 Year,No,34450.0,0
Male,47,0,1-2 Year,Yes,55349.0,1
Male,28,1,< 1 Year,No,33110.0,0
Male,23,1,< 1 Year,No,30038.0,0
Female,43,0,> 2 Years,Yes,37135.0,1
Male,73,1,1-2 Year,No,46179.0,0
Female,24,1,< 1 Year,No,38117.0,0
Male,20,1,< 1 Year,Yes,23235.0,0
Male,25,0,< 1 Year,Yes,29325.0,0
Female,27,1,< 1 Year,No,38511.0,0
Male,46,0,1-2 Year,Yes,2630.0,0
Male,53,1,1-2 Year,No,35391.0,0
Female,44,0,1-2 Year,Yes,38899.0,0
Male,40,0,1-2 Year,Yes,34377.0,1
Male,56,0,> 2 Years,Yes,46549.0,1
Female,45,0,1-2 Year,Yes,42345.0,1
Male,24,0,< 1 Year,No,47073.0,0
Male,39,1,1-2 Year,No,20362.0,0
Male,52,1,1-2 Year,Yes,2630.0,0
Male,35,0,1-2 Year,Yes,33521.0,1
Female,22,1,< 1 Year,No,24882.0,0
Male,20,0,< 1 Year,No,2630.0,0
Female,22,0,< 1 Year,Yes,57168.0,0
Male,23,1,< 1 Year,No,35014.0,0
Male,21,0,< 1 Year,Yes,29894.0,0
Female,32,1,< 1 Year,No,2630.0,0
Male,25,0,1-2 Year,Yes,2630.0,0
Female,38,0,1-2 Year,Yes,2630.0,1
Male,43,1,1-2 Year,No,33679.0,0
Female,44,1,1-2 Year,No,20567.0,0
Male,66,0,1-2 Year,Yes,43950.0,0
Male,59,1,1-2 Year,No,31022.0,0
Male,39,0,1-2 Year,Yes,39549.0,0
Male,40,0,1-2 Year,Yes,26617.0,1
Female,26,1,< 1 Year,No,35251.0,0
Female,40,0,1-2 Year,Yes,21171.0,1
Male,29,1,< 1 Year,No,2630.0,0
Male,45,0,1-2 Year,Yes,50965.0,0
Male,63,0,1-2 Year,No,2630.0,0
Male,72,1,1-2 Year,No,40182.0,0
Male,35,0,1-2 Year,Yes,27934.0,0
Male,45,0,1-2 Year,Yes,2630.0,0
Female,54,0,> 2 Years,Yes,27820.0,0
Male,59,0,1-2 Year,Yes,31621.0,0
Male,41,0,1-2 Year,Yes,2630.0,1
Male,34,1,1-2 Year,No,40952.0,0
Male,40,1,1-2 Year,No,31646.0,0
Male,25,1,< 1 Year,No,28342.0,0
Male,47,0,1-2 Year,Yes,31146.0,0
Male,38,1,1-2 Year,No,33590.0,0
Female,52,1,1-2 Year,No,41466.0,0
Female,44,1,1-2 Year,No,23317.0,0
Female,22,1,< 1 Year,No,20237.0,0
Male,34,0,1-2 Year,Yes,49463.0,0
Male,28,0,< 1 Year,Yes,36047.0,0
Female,24,1,< 1 Year,No,54566.0,0
Male,22,1,< 1 Year,No,28693.0,0
Male,51,0,1-2 Year,Yes,46372.0,0
Male,36,0,1-2 Year,Yes,41577.0,1
Male,22,0,< 1 Year,Yes,28269.0,0
Male,30,0,1-2 Year,Yes,2630.0,0
Male,41,0,1-2 Year,Yes,29876.0,1
Male,25,1,< 1 Year,No,33040.0,0
Male,57,1,1-2 Year,No,2630.0,0
Male,45,0,1-2 Year,No,24050.0,0
Male,57,1,1-2 Year,No,38533.0,0
Male,57,0,1-2 Year,Yes,40919.0,0
Female,24,1,< 1 Year,No,46986.0,0
Male,28,1,< 1 Year,No,23610.0,0
Male,58,0,1-2 Year,Yes,39664.0,1
Female,23,1,< 1 Year,No,31871.0,0
Male,28,1,< 1 Year,No,22255.0,0
Male,43,0,1-2 Year,Yes,32868.0,0
Female,33,0,< 1 Year,Yes,31200.0,0
Male,23,1,< 1 Year,No,45835.0,0
Female,36,0,1-2 Year,Yes,2630.0,1
Female,41,0,> 2 Years,Yes,34885.0,1
Female,80,1,1-2 Year,No,53313.0,0
Female,23,1,< 1 Year,No,31250.0,0
Female,33,1,< 1 Year,No,36185.0,0
Male,77,0,1-2 Year,No,2630.0,0
Male,20,1,< 1 Year,No,23713.0,0
Male,24,0,1-2 Year,Yes,27716.0,1
Male,54,1,1-2 Year,Yes,40491.0,0
Female,27,0,< 1 Year,Yes,34218.0,0
Male,38,0,1-2 Year,Yes,61900.0,0
Male,43,0,1-2 Year,Yes,34084.0,1
Male,51,0,1-2 Year,Yes,2630.0,0
Female,28,1,< 1 Year,No,35245.0,0
Male,41,0,1-2 Year,Yes,39492.0,0
Female,36,0,1-2 Year,Yes,33668.0,0
Female,34,0,> 2 Years,Yes,33565.0,0
Male,33,1,< 1 Year,No,25052.0,0
Female,32,0,1-2 Year,Yes,31507.0,1
Female,29,1,< 1 Year,No,34919.0,0
Male,52,1,1-2 Year,No,27286.0,0
Male,44,0,1-2 Year,Yes,2630.0,0
Male,30,1,< 1 Year,No,36697.0,0
Male,54,0,1-2 Year,Yes,2630.0,0
Male,43,0,1-2 Year,Yes,38277.0,1
Female,32,0,< 1 Year,Yes,33944.0,0
Female,46,0,1-2 Year,No,49397.0,0
Male,24,0,< 1 Year,Yes,20279.0,0
Male,24,0,< 1 Year,Yes,39261.0,1
Male,22,0,1-2 Year,Yes,42196.0,0
Female,24,1,< 1 Year,No,31407.0,0
Female,75,0,1-2 Year,Yes,2630.0,0
Female,24,0,< 1 Year,Yes,29265.0,0
Male,53,0,1-2 Year,Yes,2630.0,0
Male,41,0,1-2 Year,No,30737.0,0
Male,69,1,1-2 Year,No,41647.0,0
Female,27,1,< 1 Year,No,34634.0,0
Female,21,0,< 1 Year,No,39292.0,0
Female,27,1,< 1 Year,No,36959.0,0
Male,21,1,< 1 Year,No,30468.0,0
Male,45,0,1-2 Year,Yes,42115.0,1
Female,45,0,1-2 Year,Yes,34074.0,0
Male,64,0,1-2 Year,Yes,2630.0,0
Male,24,1,< 1 Year,No,36480.0,0
Female,23,1,< 1 Year,No,27530.0,0
Female,28,1,< 1 Year,No,33756.0,0
Female,47,0,1-2 Year,Yes,33012.0,1
Male,43,0,1-2 Year,Yes,2630.0,1
Male,22,1,< 1 Year,No,26625.0,0
Male,35,0,1-2 Year,Yes,18784.0,1
Male,34,1,1-2 Year,Yes,2630.0,0
Male,36,0,1-2 Year,Yes,38190.0,1
Male,23,1,< 1 Year,No,2630.0,0
Female,52,0,> 2 Years,Yes,41343.0,1
Male,22,1,< 1 Year,No,26519.0,0
Female,25,0,< 1 Year,No,59940.0,0
Male,42,1,1-2 Year,No,31341.0,0
Male,61,0,1-2 Year,Yes,36459.0,0
Male,25,1,< 1 Year,No,20136.0,0
Female,32,0,1-2 Year,Yes,2630.0,1
Male,29,1,< 1 Year,No,34717.0,0
Male,27,1,< 1 Year,No,35131.0,0
Female,55,0,1-2 Year,Yes,18831.0,0
Male,47,0,1-2 Year,Yes,33209.0,1
Male,65,0,1-2 Year,Yes,2630.0,0
Male,67,1,1-2 Year,Yes,41397.0,0
Male,73,0,1-2 Year,Yes,2630.0,0
Female,24,1,< 1 Year,No,36233.0,0
Male,20,1,< 1 Year,No,26464.0,0
Female,24,1,< 1 Year,No,26891.0,0
Female,24,1,< 1 Year,No,34415.0,0
Female,24,1,< 1 Year,No,28923.0,0
Female,42,1,1-2 Year,Yes,2630.0,0
Male,24,0,< 1 Year,Yes,2630.0,0
Male,79,0,1-2 Year,Yes,29887.0,0
Female,23,1,< 1 Year,No,56133.0,0
Male,26,1,< 1 Year,No,31799.0,0
Male,54,0,1-2 Year,Yes,55704.0,1
Male,74,0,1-2 Year,Yes,41663.0,0
Female,73,0,1-2 Year,Yes,48586.0,0
Female,68,0,1-2 Year,Yes,53498.0,0
Male,35,0,1-2 Year,Yes,53736.0,0
Male,68,0,> 2 Years,Yes,43480.0,0
Male,26,1,< 1 Year,No,32892.0,0
Male,53,1,1-2 Year,No,29780.0,0
Male,46,0,1-2 Year,No,41103.0,0
Male,33,1,1-2 Year,No,28589.0,0
Female,39,0,1-2 Year,Yes,39893.0,1
Male,48,0,> 2 Years,Yes,43351.0,1
Female,28,1,< 1 Year,No,40602.0,0
Male,41,0,1-2 Year,Yes,35149.0,0
Male,20,0,< 1 Year,Yes,26578.0,0
Male,75,0,> 2 Years,Yes,29049.0,0
Male,46,0,1-2 Year,Yes,2630.0,0
Male,56,1,1-2 Year,No,29707.0,0
Female,20,0,< 1 Year,Yes,2630.0,0
Male,40,0,1-2 Year,Yes,24329.0,0
Female,25,1,< 1 Year,No,38940.0,0
Male,56,0,1-2 Year,Yes,2630.0,0
Female,20,1,< 1 Year,No,49684.0,0
Male,23,1,< 1 Year,No,34102.0,0
Male,25,1,< 1 Year,No,44180.0,0
Male,25,0,< 1 Year,Yes,32378.0,1
Female,27,1,< 1 Year,No,51269.0,0
Male,50,0,1-2 Year,No,2630.0,0
Male,48,0,1-2 Year,Yes,29535.0,0
Female,23,0,< 1 Year,Yes,20675.0,0
Female,27,1,< 1 Year,No,24132.0,0
Female,38,0,1-2 Year,No,2630.0,0
Male,21,1,< 1 Year,No,25717.0,0
Female,25,1,< 1 Year,No,23687.0,0
Female,23,0,< 1 Year,Yes,2630.0,1
Male,59,0,> 2 Years,Yes,48516.0,0
Female,29,0,< 1 Year,Yes,26251.0,0
Female,39,0,1-2 Year,No,2630.0,0
Male,39,0,1-2 Year,Yes,29258.0,1
Male,45,0,1-2 Year,Yes,48490.0,0
Male,30,1,< 1 Year,No,23864.0,0
Female,71,1,1-2 Year,No,21249.0,0
Female,64,0,1-2 Year,Yes,2630.0,0
Male,23,0,< 1 Year,Yes,51192.0,0
Male,25,1,< 1 Year,No,28897.0,0
Female,53,1,1-2 Year,No,2630.0,0
Male,36,0,1-2 Year,Yes,32924.0,1
Female,23,1,< 1 Year,No,21034.0,0
Female,34,0,< 1 Year,Yes,37499.0,1
Female,21,1,< 1 Year,No,31794.0,0
Male,51,0,1-2 Year,Yes,55283.0,1
Male,47,0,1-2 Year,Yes,45290.0,1
Female,61,1,1-2 Year,No,27227.0,0
Male,26,1,< 1 Year,No,34942.0,0
Female,64,0,1-2 Year,Yes,44557.0,1
Male,44,0,1-2 Year,Yes,25288.0,0
Female,48,0,1-2 Year,No,2630.0,0
Male,73,1,1-2 Year,Yes,28749.0,0
Male,40,0,1-2 Year,Yes,28379.0,0
Female,43,0,1-2 Year,Yes,33615.0,1
Male,46,1,1-2 Year,No,26330.0,0
Female,47,0,1-2 Year,Yes,35289.0,0
Female,26,1,< 1 Year,No,23352.0,0
Male,43,0,1-2 Year,Yes,32772.0,1
Male,69,1,1-2 Year,No,21489.0,0
Male,24,1,< 1 Year,Yes,25249.0,0
Male,44,0,1-2 Year,Yes,30900.0,0
Female,23,0,< 1 Year,No,34506.0,0
Female,26,1,< 1 Year,No,19472.0,0
Female,28,1,< 1 Year,No,23809.0,0
Male,24,1,< 1 Year,No,33611.0,0
Male,22,1,< 1 Year,No,52470.0,0
Female,31,1,< 1 Year,No,32128.0,0
Male,61,0,1-2 Year,Yes,2630.0,0
Female,41,1,1-2 Year,No,32263.0,0
Male,31,1,< 1 Year,No,2630.0,0
Male,25,0,< 1 Year,Yes,46839.0,0
Female,26,1,< 1 Year,No,35091.0,0
Male,60,0,1-2 Year,Yes,2630.0,0
Male,24,1,< 1 Year,No,25410.0,0
Female,23,1,< 1 Year,No,34128.0,0
Male,25,0,< 1 Year,Yes,58310.0,0
Female,23,0,< 1 Year,No,30547.0,0
Male,56,0,1-2 Year,Yes,32956.0,0
Female,23,0,< 1 Year,Yes,25570.0,0
Female,22,1,< 1 Year,No,39989.0,0
Male,45,0,1-2 Year,Yes,37657.0,1
Female,23,0,< 1 Year,Yes,30651.0,1
Male,48,1,1-2 Year,No,2630.0,0
Female,64,0,1-2 Year,Yes,36381.0,1
Male,33,1,< 1 Year,No,36455.0,0
Female,31,0,1-2 Year,Yes,44255.0,0
Male,38,0,1-2 Year,Yes,37855.0,0
Female,37,0,1-2 Year,Yes,2630.0,0
Male,56,0,1-2 Year,Yes,28098.0,1
Male,40,0,1-2 Year,Yes,40580.0,0
Male,46,1,1-2 Year,No,34587.0,0
Female,21,1,< 1 Year,No,27550.0,0
Male,28,0,< 1 Year,Yes,37470.0,0
Female,46,0,1-2 Year,Yes,28004.0,0
Male,40,0,1-2 Year,Yes,29469.0,1
Male,30,1,< 1 Year,No,28179.0,0
Male,33,1,< 1 Year,No,34991.0,0
Male,28,0,< 1 Year,No,2630.0,0
Female,43,1,1-2 Year,No,2630.0,0
Female,48,0,1-2 Year,No,28261.0,0
Male,32,0,< 1 Year,Yes,39295.0,1
Male,28,1,< 1 Year,No,39139.0,0
Male,46,0,1-2 Year,Yes,44536.0,1
Female,28,0,< 1 Year,Yes,29359.0,1
Female,27,1,< 1 Year,No,2630.0,0
Male,68,0,> 2 Years,Yes,48815.0,1
Male,39,0,1-2 Year,Yes,39807.0,1
Female,25,1,< 1 Year,No,25642.0,0
Male,26,0,< 1 Year,Yes,47807.0,0
Male,53,0,1-2 Year,No,40546.0,0
Female,41,0,1-2 Year,Yes,36013.0,1
Female,21,1,< 1 Year,Yes,26267.0,0
Male,44,0,1-2 Year,No,27174.0,0
Male,22,0,< 1 Year,No,34407.0,0
Male,49,0,1-2 Year,Yes,44281.0,0
Female,44,0,1-2 Year,Yes,2630.0,0
Female,38,0,1-2 Year,Yes,31908.0,0
Female,31,0,1-2 Year,Yes,43117.0,0
Female,21,0,< 1 Year,Yes,34560.0,0
Male,20,1,< 1 Year,No,2630.0,0
Male,37,1,1-2 Year,No,23302.0,0
Male,49,1,1-2 Year,No,29554.0,0
Male,39,0,1-2 Year,Yes,42626.0,0
Male,39,0,1-2 Year,Yes,2630.0,1
Male,25,0,< 1 Year,Yes,2630.0,0
Female,27,1,< 1 Year,No,55586.0,0
Female,54,0,1-2 Year,Yes,2630.0,1
Male,25,0,< 1 Year,Yes,51199.0,0
Male,48,0,1-2 Year,Yes,32075.0,0
Male,21,0,< 1 Year,Yes,23530.0,0
Female,39,0,1-2 Year,Yes,34921.0,1
Male,25,0,< 1 Year,Yes,20428.0,0
Male,76,0,1-2 Year,Yes,55191.0,0
Female,51,0,1-2 Year,Yes,2630.0,1
Female,24,1,< 1 Year,No,31775.0,0
Male,22,0,< 1 Year,Yes,30622.0,0
Male,43,1,1-2 Year,No,42688.0,0
Male,35,0,1-2 Year,Yes,34653.0,0
Female,25,1,< 1 Year,No,2630.0,0
Female,25,1,< 1 Year,No,30479.0,0
Male,64,0,1-2 Year,Yes,36147.0,0
Male,43,0,1-2 Year,Yes,45560.0,1
Female,37,0,1-2 Year,Yes,2630.0,1
Female,39,0,1-2 Year,Yes,2630.0,0
Male,22,1,< 1 Year,No,29851.0,0
Female,44,0,1-2 Year,Yes,27106.0,1
Male,27,1,< 1 Year,No,31858.0,0
Male,59,0,> 2 Years,Yes,35354.0,1
Male,42,0,1-2 Year,Yes,23105.0,0
Female,22,1,< 1 Year,No,35267.0,0
Female,52,1,1-2 Year,No,2630.0,0
Female,23,0,< 1 Year,Yes,2630.0,0
Male,49,0,> 2 Years,Yes,37066.0,0
